Ack,Android_ID,App_Name,At_Home,Current_Activity,Latency,Goal_Alignment,Intervention_Type,Sleepiness,Prolific_ID,Rshci 1,Rshci 2,Rshci 3,Rshci 4,Rshci 5,Valence,Satisfaction,Agency,Multitasking,Social_Situation,Stress,Timestamp,Usefulness,Gender,Age,Impulsivity[Imp1],Impulsivity[Imp2],Impulsivity[Imp3],Impulsivity[Imp4],Impulsivity[Imp5],Impulsivity[Imp6],Impulsivity[Imp7],Impulsivity[Imp8],Impulsivity[Imp9],Impulsivity[Imp10],Impulsivity[Imp11],Impulsivity[Imp12],Impulsivity[Imp13],Impulsivity[Imp14],Impulsivity[Imp15],Anxiety[Anx1],Anxiety[Anx2],Anxiety[Anx3],Anxiety[Anx4],Anxiety[Anx5],SelfControl[SC1],SelfControl[SC2],SelfControl[SC3],SelfControl[SC4],SelfControl[SC5],SelfControl[SC6],SelfControl[SCATC],SelfControl[SC7],SelfControl[SC8],SelfControl[SC9],SelfControl[SC10],SelfControl[SC11],SelfControl[SC12],SelfControl[SC13],FOMO[Fomo1],FOMO[Fomo2],FOMO[Fomo3],FOMO[Fomo4],FOMO[Fomo5]
True,c2f417e8f8162990,,True,-2,1721,2,Pop-Up,6,5ef78f819d93424af2af742b,4,5,4,5,4,4,4,1,Yes,alone,2,Mar 3 06:40:50,4,Male,43.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0
True,c2f417e8f8162990,Instagram,True,-3,107,7,SpotOverlay,9,5ef78f819d93424af2af742b,5,4,4,4,5,5,5,7,No,alone,0,Mar 12 01:30:47,5,Male,43.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0
True,c2f417e8f8162990,Instagram,True,-3,0,2,Vibration,7,5ef78f819d93424af2af742b,4,5,4,5,4,4,3,5,No,alone,3,Feb 28 05:22:35,2,Male,43.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0
True,c2f417e8f8162990,Instagram,True,-3,74,2,Pop-Up,2,5ef78f819d93424af2af742b,5,4,5,4,4,5,5,2,No,alone,0,Mar 7 08:59:34,3,Male,43.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0
True,4dc256e05193f49f,Instagram,True,-3,9,7,Vibration,6,5f32b7f2702b80025cb3ca31,1,1,1,1,5,1,1,7,Yes,friends,7,Feb 28 22:34:50,7,Female,27.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0
True,a9ae642fb280dd5d,,False,3,164,1,Pop-Up,3,5fc3d41149c0c8728f07b95b,5,5,5,5,5,3,1,7,Yes,alone,5,Mar 25 12:10:07,1,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,True,-3,33,5,SpotOverlay,5,5fc3d41149c0c8728f07b95b,3,3,3,3,3,3,4,3,No,friends,5,Mar 23 14:01:23,5,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Facebook,False,-3,23,4,Vibration,7,5fc3d41149c0c8728f07b95b,4,4,4,4,4,2,3,4,No,friends,7,Mar 14 09:10:57,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,True,-3,315,1,SpotOverlay,6,5fc3d41149c0c8728f07b95b,5,5,5,5,5,4,1,7,Yes,alone,2,Mar 21 16:22:06,1,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,True,-3,2,4,SpotOverlay,5,5fc3d41149c0c8728f07b95b,3,3,4,4,4,2,2,3,No,alone,4,Mar 13 16:43:28,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,False,-1,2,4,Pop-Up,5,5fc3d41149c0c8728f07b95b,3,3,3,3,3,3,3,4,No,alone,4,Mar 25 08:55:21,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,False,-2,29,3,Vibration,4,5fc3d41149c0c8728f07b95b,4,4,4,4,5,3,4,4,Yes,alone,6,Mar 26 12:39:24,3,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,True,-3,1144,1,Pop-Up,7,5fc3d41149c0c8728f07b95b,2,2,2,2,2,3,5,1,No,alone,2,Mar 20 23:05:40,6,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,YouTube,True,3,323,1,Pop-Up,4,5fc3d41149c0c8728f07b95b,5,5,5,5,5,3,1,1,Yes,alone,5,Mar 22 09:12:32,1,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,True,-3,14,6,SpotOverlay,5,5fc3d41149c0c8728f07b95b,3,3,3,3,3,3,5,3,No,friends,3,Mar 25 22:10:20,5,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,False,0,0,2,Vibration,4,5fc3d41149c0c8728f07b95b,4,4,4,4,4,3,1,5,No,alone,4,Mar 14 12:53:50,1,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,True,-3,15,5,Vibration,7,5fc3d41149c0c8728f07b95b,3,3,3,3,3,2,4,3,No,alone,5,Mar 27 22:23:49,5,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,False,3,584,4,SpotOverlay,4,5fc3d41149c0c8728f07b95b,5,5,5,5,5,3,1,6,Yes,alone,3,Mar 17 09:52:40,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,YouTube,False,2,198,3,Vibration,4,5fc3d41149c0c8728f07b95b,4,4,4,4,4,3,1,7,Yes,alone,6,Mar 25 11:43:39,3,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,YouTube,False,0,28,5,Vibration,4,5fc3d41149c0c8728f07b95b,4,4,4,4,4,2,4,4,No,alone,7,Apr 1 08:41:00,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,False,-2,55,4,SpotOverlay,4,5fc3d41149c0c8728f07b95b,4,5,5,5,5,3,3,4,Yes,alone,7,Mar 26 12:59:09,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,,True,-3,6,1,Pop-Up,9,5fc3d41149c0c8728f07b95b,5,5,5,5,5,3,1,7,No,alone,2,Mar 19 19:41:07,1,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,a9ae642fb280dd5d,Instagram,False,-3,48,4,SpotOverlay,6,5fc3d41149c0c8728f07b95b,4,4,4,4,4,2,3,3,No,alone,7,Mar 14 10:14:48,4,Male,33.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0
True,fa0f6cefd27f5c39,Instagram,True,-3,13,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Feb 28 04:48:01,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,,True,-3,0,4,Pop-Up,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,5,4,4,No,alone,1,Mar 2 06:56:33,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,YouTube,True,-3,9,1,SpotOverlay,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,1,No,alone,1,Feb 27 04:17:02,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,171,1,SpotOverlay,6,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Feb 28 04:31:37,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Facebook,True,-3,186,1,Pop-Up,4,5fd2a27758c6df09223dd4b3,5,5,5,5,5,3,1,1,No,alone,1,Mar 3 14:50:34,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Facebook,True,-3,149,4,SpotOverlay,7,5fd2a27758c6df09223dd4b3,4,4,4,4,4,4,4,6,No,alone,1,Mar 2 06:32:47,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,31,1,Vibration,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,5,4,7,No,alone,1,Mar 3 04:12:08,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,3,27,1,Vibration,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,3,1,No,alone,3,Feb 27 06:02:45,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,184,1,SpotOverlay,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,2,1,1,No,alone,1,Feb 27 02:42:03,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,151,4,SpotOverlay,9,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Mar 3 04:31:08,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Facebook,True,-3,59,4,SpotOverlay,6,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Mar 1 23:26:48,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Facebook,True,-3,0,4,Pop-Up,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,5,7,7,No,alone,1,Mar 2 06:08:04,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,7,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,1,No,alone,1,Feb 27 03:22:45,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-2,13,1,Pop-Up,5,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,1,No,alone,3,Mar 2 14:43:01,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,16,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Feb 27 02:21:55,1,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,fa0f6cefd27f5c39,Instagram,True,-3,13,4,Pop-Up,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,2,7,No,alone,3,Feb 26 00:25:56,4,Female,47.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0
True,5073def25f18b254,Facebook,True,-3,7,7,Pop-Up,4,5fe18e1c8929f0c2a41e43d8,4,4,3,3,5,3,6,6,Yes,alone,0,Mar 22 01:03:03,6,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,64,5,Pop-Up,4,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,4,3,6,No,alone,0,Apr 6 10:03:08,3,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,4,6,Pop-Up,7,5fe18e1c8929f0c2a41e43d8,4,4,4,3,5,3,5,6,No,alone,0,Mar 22 10:26:50,5,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,18,6,SpotOverlay,6,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,3,5,6,No,alone,0,Apr 1 08:25:18,2,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,False,-2,6,6,Pop-Up,7,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,4,4,6,Yes,friends,3,Mar 29 19:34:49,2,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,180,7,SpotOverlay,6,5fe18e1c8929f0c2a41e43d8,4,5,3,4,4,4,5,3,No,alone,1,Mar 24 17:32:16,5,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,218,6,SpotOverlay,6,5fe18e1c8929f0c2a41e43d8,4,4,4,5,5,4,3,6,No,alone,0,Mar 26 00:16:49,6,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,89,6,SpotOverlay,3,5fe18e1c8929f0c2a41e43d8,4,4,4,2,4,4,5,6,No,alone,1,Mar 20 22:00:35,6,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,,False,-1,45,6,Pop-Up,4,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,4,3,6,Yes,alone,0,Apr 5 00:45:20,3,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,5073def25f18b254,Facebook,True,-3,160,6,SpotOverlay,3,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,4,3,3,No,alone,0,Apr 5 09:40:09,3,Male,28.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0
True,4da3f1f4b8abfd40,,True,-3,1473,4,SpotOverlay,7,5ff61f4fe313fd16fbeb5af6,3,4,5,4,4,4,2,4,No,friends,1,Mar 15 23:05:49,3,Male,27.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0
True,4da3f1f4b8abfd40,,False,1,33,4,Pop-Up,6,5ff61f4fe313fd16fbeb5af6,4,4,4,4,4,3,2,5,Yes,friends,6,Mar 18 13:51:04,2,Male,27.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0
True,4da3f1f4b8abfd40,TikTok,True,-1,59,2,Pop-Up,5,5ff61f4fe313fd16fbeb5af6,5,5,5,5,5,5,1,7,No,alone,0,Mar 19 13:55:45,1,Male,27.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0
