Ack,Android_ID,App_Name,At_Home,Current_Activity,Latency,Goal_Alignment,Intervention_Type,Sleepiness,Prolific_ID,Rshci 1,Rshci 2,Rshci 3,Rshci 4,Rshci 5,Valence,Satisfaction,Agency,Multitasking,Social_Situation,Stress,Timestamp,Usefulness,Gender,Age,Impulsivity[Imp1],Impulsivity[Imp2],Impulsivity[Imp3],Impulsivity[Imp4],Impulsivity[Imp5],Impulsivity[Imp6],Impulsivity[Imp7],Impulsivity[Imp8],Impulsivity[Imp9],Impulsivity[Imp10],Impulsivity[Imp11],Impulsivity[Imp12],Impulsivity[Imp13],Impulsivity[Imp14],Impulsivity[Imp15],Anxiety[Anx1],Anxiety[Anx2],Anxiety[Anx3],Anxiety[Anx4],Anxiety[Anx5],SelfControl[SC1],SelfControl[SC2],SelfControl[SC3],SelfControl[SC4],SelfControl[SC5],SelfControl[SC6],SelfControl[SCATC],SelfControl[SC7],SelfControl[SC8],SelfControl[SC9],SelfControl[SC10],SelfControl[SC11],SelfControl[SC12],SelfControl[SC13],FOMO[Fomo1],FOMO[Fomo2],FOMO[Fomo3],FOMO[Fomo4],FOMO[Fomo5]
True,03451b75f149ca36,TikTok,False,1,52,6,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,5,Yes,friends,0,Mar 24 14:58:43,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,Instagram,True,-1,329,6,Vibration,3,6763ad169c28727881cabe7f,4,4,3,4,4,4,6,7,No,alone,0,Mar 24 11:53:29,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,Instagram,True,0,0,6,Vibration,2,6763ad169c28727881cabe7f,4,4,4,4,4,4,5,5,No,alone,0,Mar 26 11:59:37,5,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,Instagram,True,-1,88,6,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,0,Mar 26 00:38:02,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,TikTok,True,-3,1689,5,Vibration,4,6763ad169c28727881cabe7f,4,4,4,4,4,4,5,5,No,alone,0,Mar 23 10:10:43,5,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,Instagram,False,1,161,6,Vibration,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,1,Mar 21 20:31:48,2,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,,True,1,106,6,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,5,6,6,No,alone,1,Mar 21 13:33:50,7,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,TikTok,True,-2,3,5,SpotOverlay,3,6763ad169c28727881cabe7f,4,4,4,4,4,3,4,4,No,alone,0,Mar 23 15:16:39,4,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,Instagram,False,-2,775,6,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,4,5,6,6,Yes,friends,0,Mar 22 16:36:20,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,,True,-2,857,5,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,3,4,5,5,Yes,friends,0,Mar 24 00:14:32,5,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,,False,0,691,6,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,0,Mar 24 23:44:06,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,03451b75f149ca36,TikTok,True,-2,540,5,Vibration,2,6763ad169c28727881cabe7f,4,4,4,4,4,4,5,6,Yes,friends,0,Mar 21 01:48:09,6,Female,20.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,0,1,Vibration,1,67646659b6ab85cd552decf1,5,5,5,5,5,1,1,7,No,alone,0,Mar 4 15:58:43,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,4,4,Pop-Up,2,67646659b6ab85cd552decf1,4,4,4,4,4,3,3,5,No,alone,0,Mar 2 22:58:30,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,462,7,Pop-Up,3,67646659b6ab85cd552decf1,5,2,4,2,2,5,7,1,No,alone,0,Mar 2 01:29:48,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,False,3,707,7,Pop-Up,9,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,friends,10,Mar 6 19:27:05,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,2303,7,Pop-Up,5,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,alone,0,Mar 2 16:27:53,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,0,37,7,Vibration,5,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,Yes,alone,5,Mar 5 09:40:10,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,56,7,Vibration,1,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,Yes,alone,0,Mar 6 17:46:23,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,32,7,Vibration,4,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,No,friends,0,Mar 5 06:25:55,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,56,4,SpotOverlay,2,67646659b6ab85cd552decf1,5,5,5,5,5,5,4,1,No,friends,2,Mar 4 23:20:58,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,42,4,Vibration,5,67646659b6ab85cd552decf1,5,5,5,2,4,3,2,3,No,alone,0,Mar 2 20:07:14,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,29,4,Vibration,6,67646659b6ab85cd552decf1,4,4,4,2,2,3,3,3,No,alone,0,Mar 2 15:14:10,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,66,1,SpotOverlay,5,67646659b6ab85cd552decf1,5,5,5,5,5,1,1,1,No,alone,0,Mar 5 11:31:05,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,3,7,Pop-Up,9,67646659b6ab85cd552decf1,4,2,4,2,2,4,2,3,No,alone,0,Mar 1 14:25:47,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,28,1,Vibration,1,67646659b6ab85cd552decf1,5,5,5,5,5,1,1,1,Yes,alone,0,Mar 5 07:20:10,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,1801,1,Pop-Up,4,67646659b6ab85cd552decf1,5,5,5,5,5,1,1,1,No,alone,0,Mar 4 16:44:15,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,YouTube,True,-1,593,2,Pop-Up,3,67646659b6ab85cd552decf1,1,1,4,2,2,4,5,7,Yes,alone,2,Feb 28 11:26:10,2,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,921,4,Pop-Up,5,67646659b6ab85cd552decf1,5,5,5,5,4,5,2,7,No,alone,2,Mar 2 02:17:44,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,YouTube,True,-3,1021,1,SpotOverlay,5,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,Yes,friends,0,Mar 5 05:59:23,1,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,False,3,182,7,Vibration,9,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,friends,10,Mar 5 19:32:27,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,114,4,Vibration,1,67646659b6ab85cd552decf1,5,5,5,5,5,5,1,1,No,alone,3,Mar 3 18:55:00,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,38,7,Vibration,6,67646659b6ab85cd552decf1,2,2,2,2,2,4,7,1,No,alone,0,Mar 2 00:15:29,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,False,3,1016,7,Pop-Up,9,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,friends,10,Mar 5 10:12:36,7,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,ac2d2d9a8eeb5c7b,TikTok,True,-3,12,7,Vibration,3,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,No,alone,0,Mar 5 06:41:36,4,Female,26.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0
True,e30980d5ae93ac92,,True,-1,0,7,Pop-Up,7,67658ce91a0ea2195ae7e09d,4,4,3,4,4,4,7,7,No,alone,2,Mar 24 01:22:58,6,Male,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,8a3ec3e8f2fe0be4,TikTok,True,-3,1283,1,Vibration,1,6765ba55d69018eec3a06514,5,5,5,4,5,5,7,7,No,alone,2,Mar 30 10:23:50,7,Male,36.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0
True,8a3ec3e8f2fe0be4,TikTok,True,-3,139,1,Vibration,3,6765ba55d69018eec3a06514,5,5,5,5,5,3,2,2,No,alone,0,Mar 30 09:04:09,2,Male,36.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0
True,8a3ec3e8f2fe0be4,TikTok,True,-3,1404,6,Vibration,5,6765ba55d69018eec3a06514,4,4,4,2,2,4,3,4,No,friends,3,Mar 29 21:28:08,5,Male,36.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0
True,6ec5b6bd66b39883,Facebook,True,-2,12,4,Pop-Up,4,676749381fe84453ec46e9b8,2,2,2,2,2,4,6,5,No,friends,2,Mar 12 19:39:12,5,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-3,177,3,SpotOverlay,7,676749381fe84453ec46e9b8,4,5,4,4,4,4,3,2,No,friends,1,Mar 18 21:08:42,2,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,35,6,Vibration,8,676749381fe84453ec46e9b8,4,4,4,3,3,3,4,4,No,alone,1,Mar 18 03:44:29,6,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,166,3,SpotOverlay,5,676749381fe84453ec46e9b8,4,4,4,3,3,3,3,2,No,friends,3,Mar 16 10:32:47,2,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,116,5,SpotOverlay,8,676749381fe84453ec46e9b8,2,2,2,2,3,3,5,5,No,alone,1,Mar 13 02:15:56,5,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,44,3,SpotOverlay,8,676749381fe84453ec46e9b8,3,3,3,3,3,3,3,2,No,alone,1,Mar 14 00:44:33,3,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,0,3,Vibration,5,676749381fe84453ec46e9b8,5,5,5,4,4,3,2,2,No,friends,1,Mar 19 19:44:33,2,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-1,0,4,SpotOverlay,4,676749381fe84453ec46e9b8,4,3,3,3,3,3,3,3,No,alone,1,Mar 15 09:15:16,2,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,6ec5b6bd66b39883,Facebook,True,-2,139,4,SpotOverlay,3,676749381fe84453ec46e9b8,4,4,4,3,3,4,3,3,No,friends,2,Mar 15 20:49:23,3,Male,49.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
True,255d580dd51eabea,Facebook,True,1,5,5,Pop-Up,7,676937f22f44a9f6c9a8294c,4,4,4,3,4,3,5,3,Yes,friends,2,Mar 9 10:15:42,5,Male,53.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0
True,255d580dd51eabea,Facebook,True,-2,76,3,SpotOverlay,7,676937f22f44a9f6c9a8294c,4,4,4,4,4,3,3,5,No,friends,1,Mar 30 23:33:17,3,Male,53.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0
True,255d580dd51eabea,Facebook,True,0,585,5,Pop-Up,4,676937f22f44a9f6c9a8294c,4,4,3,3,4,4,5,4,No,friends,2,Mar 4 18:43:57,3,Male,53.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0
True,255d580dd51eabea,Facebook,True,-2,17,3,SpotOverlay,3,676937f22f44a9f6c9a8294c,5,4,4,4,4,4,3,5,No,friends,2,Mar 30 10:04:30,3,Male,53.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0
True,992c116947fc53c3,YouTube,True,-3,6,6,Pop-Up,2,676998e4f6daae6e1a643595,4,4,4,2,2,4,5,5,Yes,alone,3,Mar 9 08:26:30,4,Female,20.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0
